id,experiment_id,session_id,query_id,query_text,query_category,iteration,model_name,model_type,response_time_ms,timestamp,response_length,source_rank,source_type,source_url,source_title,source_snippet,has_sources,total_sources
03bc9617-2051-4af9-89c7-7ee05bedaef5,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,info_sante_001,Quels sont les symptômes et les traitements de la grippe saisonnière ?,Informationnelle - Santé,1,Google-Search,search_engine,483,2025-07-01 10:30:18.804460,29603,7,search_result,https://www.vidal.fr/maladies/voies-respiratoires/grippe/traitements.html,Comment soigne-t-on la grippe ? - VIDAL,"Jan 9, 2023 ... Quels sont les traitements de la grippe saisonnière ?Le traitement de la grippe repose essentiellement sur le traitement des symptômes et ...",True,10
03bc9617-2051-4af9-89c7-7ee05bedaef5,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,info_sante_001,Quels sont les symptômes et les traitements de la grippe saisonnière ?,Informationnelle - Santé,1,Google-Search,search_engine,483,2025-07-01 10:30:18.804460,29603,8,search_result,https://pasteur-lille.fr/centre-de-recherche/thematiques-de-recherche/maladies-infectieuses-et-inflammatoires/grippe/,"Grippe : symptômes, vaccin, traitement et prévention - Institut ...","Quels sont les différents types de grippes ? Les virus influenza sont des virus enveloppés à ARN négatif. Trois types de virus influenza infectent l'humain : A, ...",True,10
03bc9617-2051-4af9-89c7-7ee05bedaef5,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,info_sante_001,Quels sont les symptômes et les traitements de la grippe saisonnière ?,Informationnelle - Santé,1,Google-Search,search_engine,483,2025-07-01 10:30:18.804460,29603,9,search_result,https://www.elsan.care/fr/pathologie-et-traitement/maladies-generale/grippe-a-causes-traitements,"Grippe A : Contamination, Symptômes et Traitements | Elsan",Quelles sont les causes de la grippe A et qu'est-ce que le virus influenza ? La grippe A est causée par le virus influenza. Les virus de type B et C sont des ...,True,10
03bc9617-2051-4af9-89c7-7ee05bedaef5,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,info_sante_001,Quels sont les symptômes et les traitements de la grippe saisonnière ?,Informationnelle - Santé,1,Google-Search,search_engine,483,2025-07-01 10:30:18.804460,29603,10,search_result,https://www.sante.fr/grippe-h1n1,Grippe H1N1 | Santé.fr,"Nov 6, 2024 ... Depuis 2009, la grippe H1N1 a touché des millions de personnes, heureusement la plupart du temps sans gravité. Quels sont ses symptômes ?",True,10
8c600de5-ddca-4b5f-bf5c-a9678be6b822,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,transac_voyage_001,Trouver les meilleurs hôtels à Rome pour un week-end en octobre avec un budget de 500 euros.,Transactionnelle - Voyage,2,Claude-3-Sonnet,llm,0,2025-07-01 10:30:37.048465,39,0,none,,,,False,0
1e7c5caa-57c6-4283-a8c4-b474cd2ecf60,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,transac_voyage_001,Trouver les meilleurs hôtels à Rome pour un week-end en octobre avec un budget de 500 euros.,Transactionnelle - Voyage,2,Google-Search,search_engine,600,2025-07-01 10:30:37.661629,48938,1,search_result,https://www.bons-plans-voyage-new-york.com/budget-voyage-new-york/,Quel budget faut-il pour partir en voyage à New York ?,"Mar 25, 2025 ... Le budget pour partir à NY est une question essentielle ! Voici l'analyse de 3 budgets différents avec vols, logement, repas, ...",True,10
1e7c5caa-57c6-4283-a8c4-b474cd2ecf60,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,transac_voyage_001,Trouver les meilleurs hôtels à Rome pour un week-end en octobre avec un budget de 500 euros.,Transactionnelle - Voyage,2,Google-Search,search_engine,600,2025-07-01 10:30:37.661629,48938,2,search_result,https://www.voyagespirates.fr/vacances/tout-compris,Séjour tout inclus ou tout-compris en 2025 à prix mini,Vous rêvez de vacances détente ? La solution : un séjour tout compris. Retrouvez nos offres pour des vacances all inclusive pas très chères.,True,10
1e7c5caa-57c6-4283-a8c4-b474cd2ecf60,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,transac_voyage_001,Trouver les meilleurs hôtels à Rome pour un week-end en octobre avec un budget de 500 euros.,Transactionnelle - Voyage,2,Google-Search,search_engine,600,2025-07-01 10:30:37.661629,48938,3,search_result,https://www.bons-plans-voyage-floride.com/budget-voyage-floride/,Quel budget prévoir pour partir en voyage en Floride ?,"les billets d'avion,; le logement (hôtel, appartement, …) le transport (location de voiture, transferts aéroport, …) les repas,; les visites ...",True,10
1e7c5caa-57c6-4283-a8c4-b474cd2ecf60,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,transac_voyage_001,Trouver les meilleurs hôtels à Rome pour un week-end en octobre avec un budget de 500 euros.,Transactionnelle - Voyage,2,Google-Search,search_engine,600,2025-07-01 10:30:37.661629,48938,4,search_result,https://www.fr.lastminute.com/sejour/voyage-octobre.html,Où partir en octobre 2025 : Vacances pas cher en octobre ...,"Vous voulez partir en vacances en octobre ? Que vous cherchiez le soleil ou l'inspiration, réservez maintenant sur lastminute.com les meilleures offres.",True,10
1e7c5caa-57c6-4283-a8c4-b474cd2ecf60,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,transac_voyage_001,Trouver les meilleurs hôtels à Rome pour un week-end en octobre avec un budget de 500 euros.,Transactionnelle - Voyage,2,Google-Search,search_engine,600,2025-07-01 10:30:37.661629,48938,5,search_result,https://bonjourrome.fr/hotel-rome/,Hôtel Rome pas cher : TOP 16 hébergements où dormir en 2025,"Bon plan famille et groupes d'amis : les meilleurs appartements du quartier; Budget serré : les meilleures auberges de jeunesse, hôtels et logements chez l' ...",True,10
1e7c5caa-57c6-4283-a8c4-b474cd2ecf60,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,transac_voyage_001,Trouver les meilleurs hôtels à Rome pour un week-end en octobre avec un budget de 500 euros.,Transactionnelle - Voyage,2,Google-Search,search_engine,600,2025-07-01 10:30:37.661629,48938,6,search_result,https://www.easyjet.com/fr/vacances/jusqu-a-500-euro,Vacances à moins de 500 € par personne | easyJet holidays,"Si vous avez un budget en tête pour vos prochaines vacances, vous êtes au bon endroit ! Il vous suffit de sélectionner les dates qui vous conviennent et de nous ...",True,10
1e7c5caa-57c6-4283-a8c4-b474cd2ecf60,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,transac_voyage_001,Trouver les meilleurs hôtels à Rome pour un week-end en octobre avec un budget de 500 euros.,Transactionnelle - Voyage,2,Google-Search,search_engine,600,2025-07-01 10:30:37.661629,48938,7,search_result,https://staygenerator.com/hostels/barcelona,Stay at Generator Barcelona Hostel in the Gràcia District | Stay ...,"Generator Barcelona is an experience and design-led hotel in Gràcia District. If you need a place to stay in Barcelona, book a room at the Generator Hostel.",True,10
1e7c5caa-57c6-4283-a8c4-b474cd2ecf60,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,transac_voyage_001,Trouver les meilleurs hôtels à Rome pour un week-end en octobre avec un budget de 500 euros.,Transactionnelle - Voyage,2,Google-Search,search_engine,600,2025-07-01 10:30:37.661629,48938,8,search_result,https://www.kayak.fr/Rome-Hotels.25465.hotel.ksp,Hôtels à Rome pas chers à partir de 26 €/nuit - KAYAK,KAYAK parcourt des centaines de sites de voyage à la fois pour trouver des hôtels à Rome. Booking.com. Hotels.com. Expedia. Priceline.,True,10
1e7c5caa-57c6-4283-a8c4-b474cd2ecf60,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,transac_voyage_001,Trouver les meilleurs hôtels à Rome pour un week-end en octobre avec un budget de 500 euros.,Transactionnelle - Voyage,2,Google-Search,search_engine,600,2025-07-01 10:30:37.661629,48938,9,search_result,https://coliseerome.com/hotel-vue-colisee/,Hôtels Vue Colisée: Où Séjourner à Rome,"Où loger à Rome près du Colisée : les meilleurs hôtels avec vue sur l'amphithéâtre flavien ; B&B Colosseo Panoramic Rooms, 850 mètres, €€ ; Hôtel Palazzo Velabro ...",True,10
1e7c5caa-57c6-4283-a8c4-b474cd2ecf60,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,transac_voyage_001,Trouver les meilleurs hôtels à Rome pour un week-end en octobre avec un budget de 500 euros.,Transactionnelle - Voyage,2,Google-Search,search_engine,600,2025-07-01 10:30:37.661629,48938,10,search_result,https://www.weekendesk.fr/idee-week-end-sejour/13co/pas-cher,Week-end et voyage pas cher | Tout compris - Weekendesk,... trouver une offre à prix cassé pour un hôtel de luxe avec spa. Avec qui partir en week-end pas cher avec un petit budget ? Un week-end en amoureux pas cher.,True,10
8e2556c6-4a28-4a4a-b36f-613e463aa883,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,info_sante_001,Quels sont les symptômes et les traitements de la grippe saisonnière ?,Informationnelle - Santé,2,Claude-3-Sonnet,llm,0,2025-07-01 10:30:53.949867,39,0,none,,,,False,0
9a29c058-399a-4f0f-a19c-8b8da54e7889,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,info_sante_001,Quels sont les symptômes et les traitements de la grippe saisonnière ?,Informationnelle - Santé,2,Google-Search,search_engine,289,2025-07-01 10:30:54.250089,29603,1,search_result,https://www.pasteur.fr/fr/centre-medical/fiches-maladies/grippe,"Grippe : symptômes, traitement, prévention - Institut Pasteur","Quelles sont les causes ? La grippe est une maladie infectieuse causée par un virus influenza, virus à ARN enveloppé de la famille des Orthomyxoviridae, qui ...",True,10
9a29c058-399a-4f0f-a19c-8b8da54e7889,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,info_sante_001,Quels sont les symptômes et les traitements de la grippe saisonnière ?,Informationnelle - Santé,2,Google-Search,search_engine,289,2025-07-01 10:30:54.250089,29603,2,search_result,https://www.who.int/fr/news-room/fact-sheets/detail/influenza-(seasonal),Grippe saisonnière,"Feb 28, 2025 ... Environ un milliard de cas de grippe saisonnière sont enregistrés chaque année, dont 3 à 5 millions de cas sévères. Chaque année, la maladie ...",True,10
9a29c058-399a-4f0f-a19c-8b8da54e7889,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,info_sante_001,Quels sont les symptômes et les traitements de la grippe saisonnière ?,Informationnelle - Santé,2,Google-Search,search_engine,289,2025-07-01 10:30:54.250089,29603,3,search_result,https://www.ameli.fr/assure/sante/themes/grippe/traitement-grippe,Le traitement de la grippe | ameli.fr | Assuré,La grippe saisonnière est une maladie virale. Le traitement soulage les symptômes grippaux. Le recours aux médicaments antiviraux est réservé aux personnes ...,True,10
9a29c058-399a-4f0f-a19c-8b8da54e7889,Analyse_Referencement_Sources_2024,c0bde788-82e3-42f0-bcfd-825b9279bd28,info_sante_001,Quels sont les symptômes et les traitements de la grippe saisonnière ?,Informationnelle - Santé,2,Google-Search,search_engine,289,2025-07-01 10:30:54.250089,29603,4,search_result,https://www.canada.ca/fr/sante-publique/services/maladies/grippe-influenza.html,Grippe (influenza) : Symptômes et traitement - Canada.ca,"Jan 20, 2025 ... ... symptômes. Il est particulièrement important de protéger celles qui sont les plus susceptibles de développer des complications de la grippe.",True,10
